date,atm_id,location_type,day_of_week,is_weekend,month,is_month_end,quarter,predicted_cash
2025-05-21,ATM_003,Urban,2,0,5,0,2,8933.0
2025-05-21,ATM_003,Rural,2,0,5,0,2,5528.6177
2025-05-21,ATM_003,Suburban,2,0,5,0,2,7052.261
2025-05-21,ATM_004,Urban,2,0,5,0,2,8983.136
2025-05-21,ATM_004,Rural,2,0,5,0,2,5592.9336
2025-05-21,ATM_004,Suburban,2,0,5,0,2,7515.017
2025-05-21,ATM_005,Urban,2,0,5,0,2,8979.361
2025-05-21,ATM_005,Rural,2,0,5,0,2,5630.154
2025-05-21,ATM_005,Suburban,2,0,5,0,2,7513.325
2025-05-21,ATM_006,Urban,2,0,5,0,2,8813.283
2025-05-21,ATM_006,Rural,2,0,5,0,2,5515.454
2025-05-21,ATM_006,Suburban,2,0,5,0,2,7491.7617
2025-05-21,ATM_007,Urban,2,0,5,0,2,9004.409
2025-05-21,ATM_007,Rural,2,0,5,0,2,5563.343
2025-05-21,ATM_007,Suburban,2,0,5,0,2,7546.8584
2025-05-21,ATM_008,Urban,2,0,5,0,2,8959.57
2025-05-21,ATM_008,Rural,2,0,5,0,2,5603.5767
2025-05-21,ATM_008,Suburban,2,0,5,0,2,7501.9805
2025-05-21,ATM_009,Urban,2,0,5,0,2,8979.361
2025-05-21,ATM_009,Rural,2,0,5,0,2,5244.431
2025-05-21,ATM_009,Suburban,2,0,5,0,2,7518.1416
2025-05-21,ATM_010,Urban,2,0,5,0,2,9000.361
2025-05-21,ATM_010,Rural,2,0,5,0,2,5572.18
2025-05-21,ATM_010,Suburban,2,0,5,0,2,7506.6367
2025-05-21,ATM_011,Urban,2,0,5,0,2,8979.361
2025-05-21,ATM_011,Rural,2,0,5,0,2,5536.3013
2025-05-21,ATM_011,Suburban,2,0,5,0,2,7532.736
2025-05-21,ATM_012,Urban,2,0,5,0,2,9144.269
2025-05-21,ATM_012,Rural,2,0,5,0,2,5569.5356
2025-05-21,ATM_012,Suburban,2,0,5,0,2,7560.52
2025-05-21,ATM_013,Urban,2,0,5,0,2,8979.361
2025-05-21,ATM_013,Rural,2,0,5,0,2,5607.888
2025-05-21,ATM_013,Suburban,2,0,5,0,2,7521.7715
2025-05-21,ATM_014,Urban,2,0,5,0,2,9005.077
2025-05-21,ATM_014,Rural,2,0,5,0,2,5563.343
2025-05-21,ATM_014,Suburban,2,0,5,0,2,7694.4688
2025-05-21,ATM_015,Urban,2,0,5,0,2,8979.361
2025-05-21,ATM_015,Rural,2,0,5,0,2,5572.8545
2025-05-21,ATM_015,Suburban,2,0,5,0,2,7516.1235
2025-05-21,ATM_016,Urban,2,0,5,0,2,8979.361
2025-05-21,ATM_016,Rural,2,0,5,0,2,5838.1724
2025-05-21,ATM_016,Suburban,2,0,5,0,2,7570.547
2025-05-21,ATM_017,Urban,2,0,5,0,2,9001.604
2025-05-21,ATM_017,Rural,2,0,5,0,2,5615.0933
2025-05-21,ATM_017,Suburban,2,0,5,0,2,7868.322
2025-05-21,ATM_018,Urban,2,0,5,0,2,9122.086
2025-05-21,ATM_018,Rural,2,0,5,0,2,5564.338
2025-05-21,ATM_018,Suburban,2,0,5,0,2,7522.7666
2025-05-21,ATM_019,Urban,2,0,5,0,2,8710.22
2025-05-21,ATM_019,Rural,2,0,5,0,2,5563.343
2025-05-21,ATM_019,Suburban,2,0,5,0,2,7664.6953
2025-05-21,ATM_020,Urban,2,0,5,0,2,8979.361
2025-05-21,ATM_020,Rural,2,0,5,0,2,5687.165
2025-05-21,ATM_020,Suburban,2,0,5,0,2,7521.7715
2025-05-22,ATM_001,Urban,3,0,5,0,2,8665.246
2025-05-22,ATM_001,Rural,3,0,5,0,2,5494.238
2025-05-22,ATM_001,Suburban,3,0,5,0,2,7611.478
2025-05-22,ATM_002,Urban,3,0,5,0,2,8953.884
2025-05-22,ATM_002,Rural,3,0,5,0,2,5399.2036
2025-05-22,ATM_002,Suburban,3,0,5,0,2,7681.541
2025-05-22,ATM_003,Urban,3,0,5,0,2,8939.099
2025-05-22,ATM_003,Rural,3,0,5,0,2,5506.4126
2025-05-22,ATM_003,Suburban,3,0,5,0,2,7387.1978
2025-05-22,ATM_004,Urban,3,0,5,0,2,9011.407
2025-05-22,ATM_004,Rural,3,0,5,0,2,5543.8076
2025-05-22,ATM_004,Suburban,3,0,5,0,2,7675.398
2025-05-22,ATM_005,Urban,3,0,5,0,2,8953.884
2025-05-22,ATM_005,Rural,3,0,5,0,2,5753.127
2025-05-22,ATM_005,Suburban,3,0,5,0,2,7704.0454
2025-05-22,ATM_006,Urban,3,0,5,0,2,8988.5
2025-05-22,ATM_006,Rural,3,0,5,0,2,5545.727
2025-05-22,ATM_006,Suburban,3,0,5,0,2,7798.694
2025-05-22,ATM_007,Urban,3,0,5,0,2,8965.539
2025-05-22,ATM_007,Rural,3,0,5,0,2,5514.217
2025-05-22,ATM_007,Suburban,3,0,5,0,2,7712.9893
2025-05-22,ATM_008,Urban,3,0,5,0,2,8920.106
2025-05-22,ATM_008,Rural,3,0,5,0,2,5761.7603
2025-05-22,ATM_008,Suburban,3,0,5,0,2,7654.1255
2025-05-22,ATM_009,Urban,3,0,5,0,2,8953.884
2025-05-22,ATM_009,Rural,3,0,5,0,2,5181.234
2025-05-22,ATM_009,Suburban,3,0,5,0,2,7693.427
2025-05-22,ATM_010,Urban,3,0,5,0,2,8974.884
2025-05-22,ATM_010,Rural,3,0,5,0,2,5523.054
2025-05-22,ATM_010,Suburban,3,0,5,0,2,7655.4434
2025-05-22,ATM_011,Urban,3,0,5,0,2,8953.884
2025-05-22,ATM_011,Rural,3,0,5,0,2,5451.485
2025-05-22,ATM_011,Suburban,3,0,5,0,2,7679.653
2025-05-22,ATM_012,Urban,3,0,5,0,2,8910.386
2025-05-22,ATM_012,Rural,3,0,5,0,2,5520.4097
2025-05-22,ATM_012,Suburban,3,0,5,0,2,7670.9854
2025-05-22,ATM_013,Urban,3,0,5,0,2,8953.884
2025-05-22,ATM_013,Rural,3,0,5,0,2,5637.5083
2025-05-22,ATM_013,Suburban,3,0,5,0,2,7687.9023
2025-05-22,ATM_014,Urban,3,0,5,0,2,8989.382
2025-05-22,ATM_014,Rural,3,0,5,0,2,5514.217
2025-05-22,ATM_014,Suburban,3,0,5,0,2,7859.6177
2025-05-22,ATM_015,Urban,3,0,5,0,2,8962.722
2025-05-22,ATM_015,Rural,3,0,5,0,2,5526.8354
2025-05-22,ATM_015,Suburban,3,0,5,0,2,7814.8413
2025-05-22,ATM_016,Urban,3,0,5,0,2,8953.884
2025-05-22,ATM_016,Rural,3,0,5,0,2,5700.3584
2025-05-22,ATM_016,Suburban,3,0,5,0,2,7736.6777
2025-05-22,ATM_017,Urban,3,0,5,0,2,8985.908
2025-05-22,ATM_017,Rural,3,0,5,0,2,5565.9673
2025-05-22,ATM_017,Suburban,3,0,5,0,2,7940.1763
2025-05-22,ATM_018,Urban,3,0,5,0,2,9029.499
2025-05-22,ATM_018,Rural,3,0,5,0,2,5515.212
2025-05-22,ATM_018,Suburban,3,0,5,0,2,7688.8975
2025-05-22,ATM_019,Urban,3,0,5,0,2,9304.442
2025-05-22,ATM_019,Rural,3,0,5,0,2,5514.217
2025-05-22,ATM_019,Suburban,3,0,5,0,2,7858.4185
2025-05-22,ATM_020,Urban,3,0,5,0,2,8953.884
2025-05-22,ATM_020,Rural,3,0,5,0,2,5156.831
2025-05-22,ATM_020,Suburban,3,0,5,0,2,7687.9023
2025-05-23,ATM_001,Urban,4,0,5,0,2,8650.141
2025-05-23,ATM_001,Rural,4,0,5,0,2,5535.6714
2025-05-23,ATM_001,Suburban,4,0,5,0,2,7379.7676
2025-05-23,ATM_002,Urban,4,0,5,0,2,8891.138
2025-05-23,ATM_002,Rural,4,0,5,0,2,5254.04
2025-05-23,ATM_002,Suburban,4,0,5,0,2,7411.52
2025-05-23,ATM_003,Urban,4,0,5,0,2,8899.791
2025-05-23,ATM_003,Rural,4,0,5,0,2,5538.9834
2025-05-23,ATM_003,Suburban,4,0,5,0,2,7323.629
2025-05-23,ATM_004,Urban,4,0,5,0,2,8929.752
2025-05-23,ATM_004,Rural,4,0,5,0,2,5555.3438
2025-05-23,ATM_004,Suburban,4,0,5,0,2,7271.9688
2025-05-23,ATM_005,Urban,4,0,5,0,2,8891.138
2025-05-23,ATM_005,Rural,4,0,5,0,2,5690.7773
2025-05-23,ATM_005,Suburban,4,0,5,0,2,7434.0244
2025-05-23,ATM_006,Urban,4,0,5,0,2,9002.515
2025-05-23,ATM_006,Rural,4,0,5,0,2,5582.1084
2025-05-23,ATM_006,Suburban,4,0,5,0,2,7579.9062
2025-05-23,ATM_007,Urban,4,0,5,0,2,8859.2705
2025-05-23,ATM_007,Rural,4,0,5,0,2,5535.6714
2025-05-23,ATM_007,Suburban,4,0,5,0,2,7442.9683
2025-05-23,ATM_008,Urban,4,0,5,0,2,8852.318
2025-05-23,ATM_008,Rural,4,0,5,0,2,5886.1665
2025-05-23,ATM_008,Suburban,4,0,5,0,2,7379.0625
2025-05-23,ATM_009,Urban,4,0,5,0,2,8891.138
2025-05-23,ATM_009,Rural,4,0,5,0,2,5832.643
2025-05-23,ATM_009,Suburban,4,0,5,0,2,7423.406
2025-05-23,ATM_010,Urban,4,0,5,0,2,8874.425
2025-05-23,ATM_010,Rural,4,0,5,0,2,5506.7964
2025-05-23,ATM_010,Suburban,4,0,5,0,2,7196.696
2025-05-23,ATM_011,Urban,4,0,5,0,2,8891.138
2025-05-23,ATM_011,Rural,4,0,5,0,2,5560.3965
2025-05-23,ATM_011,Suburban,4,0,5,0,2,7409.632
2025-05-23,ATM_012,Urban,4,0,5,0,2,8914.241
2025-05-23,ATM_012,Rural,4,0,5,0,2,5536.8223
2025-05-23,ATM_012,Suburban,4,0,5,0,2,7444.7993
2025-05-23,ATM_013,Urban,4,0,5,0,2,8891.138
2025-05-23,ATM_013,Rural,4,0,5,0,2,5611.6177
2025-05-23,ATM_013,Suburban,4,0,5,0,2,7417.8813
2025-05-23,ATM_014,Urban,4,0,5,0,2,8854.87
2025-05-23,ATM_014,Rural,4,0,5,0,2,5535.6714
2025-05-23,ATM_014,Suburban,4,0,5,0,2,7523.092
2025-05-23,ATM_015,Urban,4,0,5,0,2,8899.976
2025-05-23,ATM_015,Rural,4,0,5,0,2,5548.29
2025-05-23,ATM_015,Suburban,4,0,5,0,2,7628.053
2025-05-23,ATM_016,Urban,4,0,5,0,2,8891.138
2025-05-23,ATM_016,Rural,4,0,5,0,2,5387.0195
2025-05-23,ATM_016,Suburban,4,0,5,0,2,7378.6714
2025-05-23,ATM_017,Urban,4,0,5,0,2,8918.293
2025-05-23,ATM_017,Rural,4,0,5,0,2,5561.7183
2025-05-23,ATM_017,Suburban,4,0,5,0,2,7727.848
2025-05-23,ATM_018,Urban,4,0,5,0,2,8759.374
2025-05-23,ATM_018,Rural,4,0,5,0,2,5529.085
2025-05-23,ATM_018,Suburban,4,0,5,0,2,7411.295
2025-05-23,ATM_019,Urban,4,0,5,0,2,9137.892
2025-05-23,ATM_019,Rural,4,0,5,0,2,5535.6714
2025-05-23,ATM_019,Suburban,4,0,5,0,2,7425.12
2025-05-23,ATM_020,Urban,4,0,5,0,2,8891.138
2025-05-23,ATM_020,Rural,4,0,5,0,2,5241.2446
2025-05-23,ATM_020,Suburban,4,0,5,0,2,7417.8813
2025-05-24,ATM_001,Urban,5,1,5,0,2,10532.373
2025-05-24,ATM_001,Rural,5,1,5,0,2,6446.11
2025-05-24,ATM_001,Suburban,5,1,5,0,2,9071.734
2025-05-24,ATM_002,Urban,5,1,5,0,2,10651.777
2025-05-24,ATM_002,Rural,5,1,5,0,2,6513.237
2025-05-24,ATM_002,Suburban,5,1,5,0,2,8915.286
2025-05-24,ATM_003,Urban,5,1,5,0,2,10693.927
2025-05-24,ATM_003,Rural,5,1,5,0,2,6504.9087
2025-05-24,ATM_003,Suburban,5,1,5,0,2,9169.19
2025-05-24,ATM_004,Urban,5,1,5,0,2,10621.281
2025-05-24,ATM_004,Rural,5,1,5,0,2,6385.8535
2025-05-24,ATM_004,Suburban,5,1,5,0,2,8311.86
2025-05-24,ATM_005,Urban,5,1,5,0,2,10651.777
2025-05-24,ATM_005,Rural,5,1,5,0,2,6094.5557
2025-05-24,ATM_005,Suburban,5,1,5,0,2,8937.517
2025-05-24,ATM_006,Urban,5,1,5,0,2,11558.761
2025-05-24,ATM_006,Rural,5,1,5,0,2,6492.547
2025-05-24,ATM_006,Suburban,5,1,5,0,2,9074.1455
2025-05-24,ATM_007,Urban,5,1,5,0,2,10552.256
2025-05-24,ATM_007,Rural,5,1,5,0,2,6446.11
2025-05-24,ATM_007,Suburban,5,1,5,0,2,8958.548
2025-05-24,ATM_008,Urban,5,1,5,0,2,10653.471
2025-05-24,ATM_008,Rural,5,1,5,0,2,6753.53
2025-05-24,ATM_008,Suburban,5,1,5,0,2,8916.9795
2025-05-24,ATM_009,Urban,5,1,5,0,2,10651.777
2025-05-24,ATM_009,Rural,5,1,5,0,2,6786.325
2025-05-24,ATM_009,Suburban,5,1,5,0,2,8920.811
2025-05-24,ATM_010,Urban,5,1,5,0,2,10548.955
2025-05-24,ATM_010,Rural,5,1,5,0,2,6407.088
2025-05-24,ATM_010,Suburban,5,1,5,0,2,8154.34
2025-05-24,ATM_011,Urban,5,1,5,0,2,10651.777
2025-05-24,ATM_011,Rural,5,1,5,0,2,6153.325
2025-05-24,ATM_011,Suburban,5,1,5,0,2,8863.782
2025-05-24,ATM_012,Urban,5,1,5,0,2,10443.499
2025-05-24,ATM_012,Rural,5,1,5,0,2,6447.2607
2025-05-24,ATM_012,Suburban,5,1,5,0,2,8871.58
2025-05-24,ATM_013,Urban,5,1,5,0,2,10651.777
2025-05-24,ATM_013,Rural,5,1,5,0,2,6903.9175
2025-05-24,ATM_013,Suburban,5,1,5,0,2,8915.286
2025-05-24,ATM_014,Urban,5,1,5,0,2,10630.377
2025-05-24,ATM_014,Rural,5,1,5,0,2,6446.11
2025-05-24,ATM_014,Suburban,5,1,5,0,2,8972.618
2025-05-24,ATM_015,Urban,5,1,5,0,2,10689.837
2025-05-24,ATM_015,Rural,5,1,5,0,2,6446.5605
2025-05-24,ATM_015,Suburban,5,1,5,0,2,9050.027
2025-05-24,ATM_016,Urban,5,1,5,0,2,10651.777
2025-05-24,ATM_016,Rural,5,1,5,0,2,6469.5073
2025-05-24,ATM_016,Suburban,5,1,5,0,2,8891.02
2025-05-24,ATM_017,Urban,5,1,5,0,2,10641.57
2025-05-24,ATM_017,Rural,5,1,5,0,2,6462.7095
2025-05-24,ATM_017,Suburban,5,1,5,0,2,9003.402
2025-05-24,ATM_018,Urban,5,1,5,0,2,11395.633
2025-05-24,ATM_018,Rural,5,1,5,0,2,6481.0186
2025-05-24,ATM_018,Suburban,5,1,5,0,2,9083.271
2025-05-24,ATM_019,Urban,5,1,5,0,2,10441.954
2025-05-24,ATM_019,Rural,5,1,5,0,2,6446.11
2025-05-24,ATM_019,Suburban,5,1,5,0,2,9018.388
2025-05-24,ATM_020,Urban,5,1,5,0,2,10651.777
2025-05-24,ATM_020,Rural,5,1,5,0,2,6303.003
2025-05-24,ATM_020,Suburban,5,1,5,0,2,8915.286
2025-05-25,ATM_001,Urban,6,1,5,0,2,10144.436
2025-05-25,ATM_001,Rural,6,1,5,0,2,6551.0933
2025-05-25,ATM_001,Suburban,6,1,5,0,2,8764.113
2025-05-25,ATM_002,Urban,6,1,5,0,2,10597.497
2025-05-25,ATM_002,Rural,6,1,5,0,2,6610.933
2025-05-25,ATM_002,Suburban,6,1,5,0,2,8964.38
2025-05-25,ATM_003,Urban,6,1,5,0,2,10495.837
2025-05-25,ATM_003,Rural,6,1,5,0,2,6460.9834
2025-05-25,ATM_003,Suburban,6,1,5,0,2,9015.272
2025-05-25,ATM_004,Urban,6,1,5,0,2,10633.501
2025-05-25,ATM_004,Rural,6,1,5,0,2,6671.5845
2025-05-25,ATM_004,Suburban,6,1,5,0,2,9122.365
2025-05-25,ATM_005,Urban,6,1,5,0,2,10597.497
2025-05-25,ATM_005,Rural,6,1,5,0,2,6109.447
2025-05-25,ATM_005,Suburban,6,1,5,0,2,8882.429
2025-05-25,ATM_006,Urban,6,1,5,0,2,11615.607
2025-05-25,ATM_006,Rural,6,1,5,0,2,6621.234
2025-05-25,ATM_006,Suburban,6,1,5,0,2,9148.439
2025-05-25,ATM_007,Urban,6,1,5,0,2,10785.224
2025-05-25,ATM_007,Rural,6,1,5,0,2,6551.0933
2025-05-25,ATM_007,Suburban,6,1,5,0,2,9007.642
2025-05-25,ATM_008,Urban,6,1,5,0,2,10617.503
2025-05-25,ATM_008,Rural,6,1,5,0,2,7055.1606
2025-05-25,ATM_008,Suburban,6,1,5,0,2,8984.386
2025-05-25,ATM_009,Urban,6,1,5,0,2,10609.734
2025-05-25,ATM_009,Rural,6,1,5,0,2,6502.0312
2025-05-25,ATM_009,Suburban,6,1,5,0,2,8986.46
2025-05-25,ATM_010,Urban,6,1,5,0,2,10673.711
2025-05-25,ATM_010,Rural,6,1,5,0,2,6523.452
2025-05-25,ATM_010,Suburban,6,1,5,0,2,8483.602
2025-05-25,ATM_011,Urban,6,1,5,0,2,10597.497
2025-05-25,ATM_011,Rural,6,1,5,0,2,6255.1074
2025-05-25,ATM_011,Suburban,6,1,5,0,2,8920.592
2025-05-25,ATM_012,Urban,6,1,5,0,2,10498.188
2025-05-25,ATM_012,Rural,6,1,5,0,2,6556.819
2025-05-25,ATM_012,Suburban,6,1,5,0,2,8945.929
2025-05-25,ATM_013,Urban,6,1,5,0,2,10597.497
2025-05-25,ATM_013,Rural,6,1,5,0,2,7473.879
2025-05-25,ATM_013,Suburban,6,1,5,0,2,9010.12
2025-05-25,ATM_014,Urban,6,1,5,0,2,10576.097
2025-05-25,ATM_014,Rural,6,1,5,0,2,6551.0933
2025-05-25,ATM_014,Suburban,6,1,5,0,2,9083.413
2025-05-25,ATM_015,Urban,6,1,5,0,2,10531.761
2025-05-25,ATM_015,Rural,6,1,5,0,2,6531.6646
2025-05-25,ATM_015,Suburban,6,1,5,0,2,8790.683
2025-05-25,ATM_016,Urban,6,1,5,0,2,10597.497
2025-05-25,ATM_016,Rural,6,1,5,0,2,6353.073
2025-05-25,ATM_016,Suburban,6,1,5,0,2,8940.113
2025-05-25,ATM_017,Urban,6,1,5,0,2,10581.906
2025-05-25,ATM_017,Rural,6,1,5,0,2,6545.598
2025-05-25,ATM_017,Suburban,6,1,5,0,2,9023.449
2025-05-25,ATM_018,Urban,6,1,5,0,2,10698.28
2025-05-25,ATM_018,Rural,6,1,5,0,2,6563.6616
2025-05-25,ATM_018,Suburban,6,1,5,0,2,8932.594
2025-05-25,ATM_019,Urban,6,1,5,0,2,10351.915
2025-05-25,ATM_019,Rural,6,1,5,0,2,6551.0933
2025-05-25,ATM_019,Suburban,6,1,5,0,2,9053.196
2025-05-25,ATM_020,Urban,6,1,5,0,2,10627.09
2025-05-25,ATM_020,Rural,6,1,5,0,2,6576.3345
2025-05-25,ATM_020,Suburban,6,1,5,0,2,8993.973
2025-05-26,ATM_001,Urban,0,0,5,0,2,9174.072
2025-05-26,ATM_001,Rural,0,0,5,0,2,5484.0728
2025-05-26,ATM_001,Suburban,0,0,5,0,2,7440.438
2025-05-26,ATM_002,Urban,0,0,5,0,2,8973.416
2025-05-26,ATM_002,Rural,0,0,5,0,2,5768.6177
2025-05-26,ATM_002,Suburban,0,0,5,0,2,7406.7095
2025-05-26,ATM_003,Urban,0,0,5,0,2,8902.849
2025-05-26,ATM_003,Rural,0,0,5,0,2,5469.2114
2025-05-26,ATM_003,Suburban,0,0,5,0,2,7136.8765
2025-05-26,ATM_004,Urban,0,0,5,0,2,8862.469
2025-05-26,ATM_004,Rural,0,0,5,0,2,5469.738
2025-05-26,ATM_004,Suburban,0,0,5,0,2,7074.7036
2025-05-26,ATM_005,Urban,0,0,5,0,2,8907.27
2025-05-26,ATM_005,Rural,0,0,5,0,2,5504.4756
2025-05-26,ATM_005,Suburban,0,0,5,0,2,7320.76
2025-05-26,ATM_006,Urban,0,0,5,0,2,8988.207
2025-05-26,ATM_006,Rural,0,0,5,0,2,5506.188
2025-05-26,ATM_006,Suburban,0,0,5,0,2,7452.163
2025-05-26,ATM_007,Urban,0,0,5,0,2,8899.034
2025-05-26,ATM_007,Rural,0,0,5,0,2,5484.0728
2025-05-26,ATM_007,Suburban,0,0,5,0,2,7330.054
2025-05-26,ATM_008,Urban,0,0,5,0,2,8887.011
2025-05-26,ATM_008,Rural,0,0,5,0,2,5566.4897
2025-05-26,ATM_008,Suburban,0,0,5,0,2,7326.6655
2025-05-26,ATM_009,Urban,0,0,5,0,2,8921.38
2025-05-26,ATM_009,Rural,0,0,5,0,2,5632.888
2025-05-26,ATM_009,Suburban,0,0,5,0,2,7378.436
2025-05-26,ATM_010,Urban,0,0,5,0,2,8907.27
2025-05-26,ATM_010,Rural,0,0,5,0,2,5471.91
2025-05-26,ATM_010,Suburban,0,0,5,0,2,7183.747
2025-05-26,ATM_011,Urban,0,0,5,0,2,8907.27
2025-05-26,ATM_011,Rural,0,0,5,0,2,5212.45
2025-05-26,ATM_011,Suburban,0,0,5,0,2,7292.5435
2025-05-26,ATM_012,Urban,0,0,5,0,2,9034.807
2025-05-26,ATM_012,Rural,0,0,5,0,2,5489.7983
2025-05-26,ATM_012,Suburban,0,0,5,0,2,7346.979
2025-05-26,ATM_013,Urban,0,0,5,0,2,8907.27
2025-05-26,ATM_013,Rural,0,0,5,0,2,5692.1113
2025-05-26,ATM_013,Suburban,0,0,5,0,2,7392.6646
2025-05-26,ATM_014,Urban,0,0,5,0,2,8871.002
2025-05-26,ATM_014,Rural,0,0,5,0,2,5484.0728
2025-05-26,ATM_014,Suburban,0,0,5,0,2,7621.457
2025-05-26,ATM_015,Urban,0,0,5,0,2,8923.028
2025-05-26,ATM_015,Rural,0,0,5,0,2,5466.8604
2025-05-26,ATM_015,Suburban,0,0,5,0,2,7478.928
2025-05-26,ATM_016,Urban,0,0,5,0,2,8841.504
2025-05-26,ATM_016,Rural,0,0,5,0,2,5247.054
2025-05-26,ATM_016,Suburban,0,0,5,0,2,7263.1865
2025-05-26,ATM_017,Urban,0,0,5,0,2,8917.328
2025-05-26,ATM_017,Rural,0,0,5,0,2,5464.0728
2025-05-26,ATM_017,Suburban,0,0,5,0,2,6918.342
2025-05-26,ATM_018,Urban,0,0,5,0,2,8999.579
2025-05-26,ATM_018,Rural,0,0,5,0,2,5496.641
2025-05-26,ATM_018,Suburban,0,0,5,0,2,7359.492
2025-05-26,ATM_019,Urban,0,0,5,0,2,8613.844
2025-05-26,ATM_019,Rural,0,0,5,0,2,5484.0728
2025-05-26,ATM_019,Suburban,0,0,5,0,2,7369.9136
2025-05-26,ATM_020,Urban,0,0,5,0,2,8907.27
2025-05-26,ATM_020,Rural,0,0,5,0,2,5323.9106
2025-05-26,ATM_020,Suburban,0,0,5,0,2,7346.924
2025-05-27,ATM_001,Urban,1,0,5,0,2,9177.497
2025-05-27,ATM_001,Rural,1,0,5,0,2,5464.8643
2025-05-27,ATM_001,Suburban,1,0,5,0,2,7404.179
2025-05-27,ATM_002,Urban,1,0,5,0,2,8956.827
2025-05-27,ATM_002,Rural,1,0,5,0,2,5506.9116
2025-05-27,ATM_002,Suburban,1,0,5,0,2,7354.091
2025-05-27,ATM_003,Urban,1,0,5,0,2,8910.466
2025-05-27,ATM_003,Rural,1,0,5,0,2,5450.118
2025-05-27,ATM_003,Suburban,1,0,5,0,2,6902.5137
2025-05-27,ATM_004,Urban,1,0,5,0,2,8958.723
2025-05-27,ATM_004,Rural,1,0,5,0,2,5484.8433
2025-05-27,ATM_004,Suburban,1,0,5,0,2,7296.184
2025-05-27,ATM_005,Urban,1,0,5,0,2,8956.827
2025-05-27,ATM_005,Rural,1,0,5,0,2,5396.466
2025-05-27,ATM_005,Suburban,1,0,5,0,2,7345.6445
2025-05-27,ATM_006,Urban,1,0,5,0,2,8744.954
2025-05-27,ATM_006,Rural,1,0,5,0,2,5436.9546
2025-05-27,ATM_006,Suburban,1,0,5,0,2,7324.081
2025-05-27,ATM_007,Urban,1,0,5,0,2,8817.631
2025-05-27,ATM_007,Rural,1,0,5,0,2,5484.8433
2025-05-27,ATM_007,Suburban,1,0,5,0,2,7337.221
2025-05-27,ATM_008,Urban,1,0,5,0,2,8949.599
2025-05-27,ATM_008,Rural,1,0,5,0,2,5448.345
2025-05-27,ATM_008,Suburban,1,0,5,0,2,7346.8623
2025-05-27,ATM_009,Urban,1,0,5,0,2,8956.827
2025-05-27,ATM_009,Rural,1,0,5,0,2,4725.363
2025-05-27,ATM_009,Suburban,1,0,5,0,2,7244.847
2025-05-27,ATM_010,Urban,1,0,5,0,2,9006.389
2025-05-27,ATM_010,Rural,1,0,5,0,2,5534.405
2025-05-27,ATM_010,Suburban,1,0,5,0,2,7434.1143
2025-05-27,ATM_011,Urban,1,0,5,0,2,8956.827
2025-05-27,ATM_011,Rural,1,0,5,0,2,6324.692
2025-05-27,ATM_011,Suburban,1,0,5,0,2,7610.81
2025-05-27,ATM_012,Urban,1,0,5,0,2,9243.781
2025-05-27,ATM_012,Rural,1,0,5,0,2,5560.977
2025-05-27,ATM_012,Suburban,1,0,5,0,2,7462.7803
2025-05-27,ATM_013,Urban,1,0,5,0,2,8956.827
2025-05-27,ATM_013,Rural,1,0,5,0,2,5655.93
2025-05-27,ATM_013,Suburban,1,0,5,0,2,7354.091
2025-05-27,ATM_014,Urban,1,0,5,0,2,8982.543
2025-05-27,ATM_014,Rural,1,0,5,0,2,5531.566
2025-05-27,ATM_014,Suburban,1,0,5,0,2,7665.585
2025-05-27,ATM_015,Urban,1,0,5,0,2,8963.748
2025-05-27,ATM_015,Rural,1,0,5,0,2,5495.4307
2025-05-27,ATM_015,Suburban,1,0,5,0,2,7332.8613
2025-05-27,ATM_016,Urban,1,0,5,0,2,8956.827
2025-05-27,ATM_016,Rural,1,0,5,0,2,5536.11
2025-05-27,ATM_016,Suburban,1,0,5,0,2,7354.091
2025-05-27,ATM_017,Urban,1,0,5,0,2,8920.472
2025-05-27,ATM_017,Rural,1,0,5,0,2,5533.3467
2025-05-27,ATM_017,Suburban,1,0,5,0,2,7578.5815
2025-05-27,ATM_018,Urban,1,0,5,0,2,9134.363
2025-05-27,ATM_018,Rural,1,0,5,0,2,5560.3115
2025-05-27,ATM_018,Suburban,1,0,5,0,2,7429.559
2025-05-27,ATM_019,Urban,1,0,5,0,2,8592.879
2025-05-27,ATM_019,Rural,1,0,5,0,2,5484.8433
2025-05-27,ATM_019,Suburban,1,0,5,0,2,7275.837
2025-05-27,ATM_020,Urban,1,0,5,0,2,8956.827
2025-05-27,ATM_020,Rural,1,0,5,0,2,5265.4766
2025-05-27,ATM_020,Suburban,1,0,5,0,2,7354.091
2025-05-28,ATM_001,Urban,2,0,5,0,2,8654.719
2025-05-28,ATM_001,Rural,2,0,5,0,2,5543.364
2025-05-28,ATM_001,Suburban,2,0,5,0,2,7448.51
2025-05-28,ATM_002,Urban,2,0,5,0,2,8979.361
2025-05-28,ATM_002,Rural,2,0,5,0,2,5472.828
2025-05-28,ATM_002,Suburban,2,0,5,0,2,7515.41
2025-05-28,ATM_003,Urban,2,0,5,0,2,8933.0
2025-05-28,ATM_003,Rural,2,0,5,0,2,5528.6177
2025-05-28,ATM_003,Suburban,2,0,5,0,2,7052.261
2025-05-28,ATM_004,Urban,2,0,5,0,2,8983.136
2025-05-28,ATM_004,Rural,2,0,5,0,2,5592.9336
2025-05-28,ATM_004,Suburban,2,0,5,0,2,7515.017
2025-05-28,ATM_005,Urban,2,0,5,0,2,8979.361
